"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"153","Haematopus ostralegus","Haematopus ostralegus ostralegus","Rusticali et al. 2002","https://doi.org/10.1080/00063650209461282","new_21","wing length","mm",259.8,517,6.8,"Estimates originally extracted by Rusticali et al. 2002 from Hulscher & Ens in Lambeck 1995; did not double check the measurement method","Netherlands E Wadden Sea",NA,"178","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","Only the italian population (Rusticali et al. 2002) are migratory, in UK and NL non-migratory","non-migratory","fully migratory","Haematopus ostralegus","Haematopus ostralegus","Haematopus ostralegus",291,-3.64202049980638,0.000970317349083745,2.61993546602561,1,-1,-1,-1
"154","Haematopus ostralegus","Haematopus ostralegus ostralegus","Rusticali et al. 2002","https://doi.org/10.1080/00063650209461282","new_21","wing length","mm",257.9,40,5.5,"Estimates originally extracted by Rusticali et al. 2002 from Harris 1967; did not double check the measurement method","Great Britain, Skokholm",NA,"179","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","Only the italian population (Rusticali et al. 2002) are migratory, in UK and NL non-migratory","non-migratory","fully migratory","Haematopus ostralegus","Haematopus ostralegus","Haematopus ostralegus",292,-3.83500330782836,0.0128318828791229,2.1601267016774,1,-1,-1,-1
"154","Haematopus ostralegus","Haematopus ostralegus ostralegus","Rusticali et al. 2002","https://doi.org/10.1080/00063650209461282","new_21","wing length","mm",259.3,36,6.5,"Estimates originally extracted by Rusticali et al. 2002 from Harris 1967; did not double check the measurement method","Great Britain, Skokholm",NA,"179","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","Only the italian population (Rusticali et al. 2002) are migratory, in UK and NL non-migratory","non-migratory","fully migratory","Haematopus ostralegus","Haematopus ostralegus","Haematopus ostralegus",293,-3.67189780135731,0.0143031692586183,2.54281665170915,-1,-1,-1,-1
"155","Hemitriccus nidipendulus","Hemitriccus nidipendulus","Medeiros et al. 2019","https://dx.doi.org/10.3897/zoologia.36.e32771","new","wing length","mm",44.4,16,1.54,"No mention of method of measurement besides ""we measured wing length""","Massambaba region in the state of Rio de Janeiro, Brazil","""(...) using a ruler (precision 1 mm) (...) wing length (...)""","180","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Hemitriccus nidipendulus","Hemitriccus nidipendulus","Hemitriccus nidipendulus",294,-3.32812371967931,0.0334085225428131,3.58603260092546,-1,-1,-1,-1
"155","Hemitriccus nidipendulus","Hemitriccus nidipendulus","Medeiros et al. 2019","https://dx.doi.org/10.3897/zoologia.36.e32771","new","wing length","mm",45.2,40,1.27,"No mention of method of measurement besides ""we measured wing length""","Massambaba region in the state of Rio de Janeiro, Brazil","""(...) using a ruler (precision 1 mm) (...) wing length (...)""","180","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Hemitriccus nidipendulus","Hemitriccus nidipendulus","Hemitriccus nidipendulus",295,-3.55925967354717,0.0128402493406005,2.84598865237531,1,-1,-1,-1
"156","Hirundo rustica","Hirundo rustica","Møller & Mousseau 2003","https://doi.org/10.1111/j.0014-3820.2003.tb00391.x","R&E2013","wing length","mm",126.411,1510,3.031,"Original SD.male: 3.03097602265626, SD.female: 2.94661603120429","Denmark","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","182","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",296,-3.7303145599053,0.000331725998857465,2.39852898394368,1,1,1,1
"156","Hirundo rustica","Hirundo rustica","Møller & Mousseau 2003","https://doi.org/10.1111/j.0014-3820.2003.tb00391.x","R&E2013","wing length","mm",124.347,1538,2.941,"Original SD.male: 3.03097602265626, SD.female: 2.94661603120429","Denmark","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","182","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",297,-3.74400107589059,0.000325672760163787,2.36592510437017,-1,1,1,1
"157","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",123.64,45,2.482035,"Original SD.male: 2.68700576850888, SD.female: 2.48203545502477; SE.male: 0.38, SE:female: 0.37","Chernobyl (52° N, 29° E)","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","189","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",298,-3.89693169268627,0.011372591769975,2.03041152321022,-1,1,1,1
"157","Hirundo rustica","Hirundo rustica","Møller & Mousseau 2003","https://doi.org/10.1111/j.0014-3820.2003.tb00391.x","R&E2013","wing length","mm",124.975,141,3.289,"AST: added by AST","Chernobyl","","183","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",299,-3.63395872152129,0.00357634061650402,2.64114217189854,1,1,1,1
"157","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",124.7,50,2.687006,"Original SD.male: 2.68700576850888, SD.female: 2.48203545502477; SE.male: 0.38, SE:female: 0.37","Chernobyl (52° N, 29° E)","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","189","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",300,-3.8272792084489,0.0102133677541405,2.1768763396516,1,1,1,1
"158","Hirundo rustica","Hirundo rustica","Møller & Mousseau 2003","https://doi.org/10.1111/j.0014-3820.2003.tb00391.x","R&E2013","wing length","mm",126.289,123,2.928,"AST: added by AST","Kanev","","184","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",301,-3.76015497458861,0.00410273090275018,2.32801322664009,1,1,1,1
"158","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",126.66,69,3.073451,"Original SD.male: 3.07345082927969, SD.female: 2.99040131086114; SE.male: 0.37, SE:female: 0.35","Kanev (50° N, 31° E)","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","190","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",302,-3.71135235541027,0.00736147462412896,2.44444433335845,1,1,1,1
"158","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",124.77,73,2.990401,"Original SD.male: 3.07345082927969, SD.female: 2.99040131086114; SE.male: 0.37, SE:female: 0.35","Kanev (50° N, 31° E)","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","190","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",303,-3.72412010585596,0.00695231337383357,2.41343267397619,-1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",124.77,883,2.971532,"Original SD.male: 2.92574776766556, SD.female: 2.97153159162073; SE.male: 0.1, SE:female: 0.1","Kraghede (57° N, 10° E), Denmark","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","188","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",304,-3.7368275042604,0.000567535785929178,2.38295825881079,-1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller & Nielsen 1997","https://doi.org/10.1006/anbe.1997.9998","new","wing length","mm",124.77,778,5.589275,"SD.female: 5.57853027239254, SD.male: 5.58927544499285; reported SE.male: 0.2, SE.female: 0.2","Kraghede (57°12'N, 10°00'E), Denmark","""measured with a ruler the length of the left and right flattened wing (Svensson 1984; hereafter wing length)""","185","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",305,-3.10497895890917,0.000646079997848072,4.48254617259559,-1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller 1990","https://doi.org/10.1016/S0003-3472(05)80409-9","new","wing length","mm",124.6,63,3.1,"AB 39:458-465","Kraghede (57°12'N, 10°00'E), Denmark","wing length (flattened wing method (Svensson 1984) to the nearest mm)","186","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",306,-3.68564197873322,0.00807434145015872,2.50810680416045,-1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller 1992","https://doi.org/10.1016/S0003-3472(05)80409-9","new","wing length","mm",124.74,60,2.943467343,"JEB 5:691-699","Kraghede (57°12'N, 10°00'E), Denmark","(Svensson, 1984)","187","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",307,-3.73816874001741,0.0084838564365238,2.3797642923964,-1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller & Nielsen 1997","https://doi.org/10.1006/anbe.1997.9998","new","wing length","mm",126.83,781,5.589275,"SD.female: 5.57853027239254, SD.male: 5.58927544499285; reported SE.male: 0.2, SE.female: 0.2","Kraghede (57°12'N, 10°00'E), Denmark","""measured with a ruler the length of the left and right flattened wing (Svensson 1984; hereafter wing length)""","185","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",308,-3.12135699856805,0.000643512298327934,4.4097287843495,1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller 1990","https://doi.org/10.1016/S0003-3472(05)80409-9","new","wing length","mm",125.6,74,2.6,"AB 39:458-465","Kraghede (57°12'N, 10°00'E), Denmark","wing length (flattened wing method (Svensson 1984) to the nearest mm)","186","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",309,-3.87074149393817,0.00685510583024764,2.08429088034129,1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller 1992","https://doi.org/10.1016/S0003-3472(05)80409-9","new","wing length","mm",126.19,59,2.611589554,"JEB 5:691-699","Kraghede (57°12'N, 10°00'E), Denmark","(Svensson, 1984)","187","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",310,-3.86920895753414,0.00862794917596175,2.08748758089631,1,1,1,1
"159","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",126.81,856,2.925748,"Original SD.male: 2.92574776766556, SD.female: 2.97153159162073; SE.male: 0.1, SE:female: 0.1","Kraghede (57° N, 10° E), Denmark","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","188","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",311,-3.76855493343807,0.000585417182269403,2.30853991335228,1,1,1,1
"160","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",122.07,182,2.833055,"Original SD.male: 2.62083956014099, SD.female: 2.83305488827873; SE.male: 0.18, SE:female: 0.21","Milano (45° N, 9° E), Italy","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","191","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",312,-3.76047658503384,0.00276539045551504,2.32726463365388,-1,1,1,1
"160","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",123.54,212,2.62084,"Original SD.male: 2.62083956014099, SD.female: 2.83305488827873; SE.male: 0.18, SE:female: 0.21","Milano (45° N, 9° E), Italy","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","191","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",313,-3.8507004449459,0.00237179114852265,2.12648363734855,1,1,1,1
"161","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",120.25,55,2.669831,"Original SD.male: 2.66983145535444, SD.female: 2.71374280284628; SE.male: 0.36, SE:female: 0.38","Badajoz (39° N, 7° W), Spain","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","192","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",314,-3.79829847519787,0.00926822187306484,2.24088686814767,1,1,1,1
"161","Hirundo rustica","Hirundo rustica","Møller et al. 1995","https://doi.org/10.1046/j.1420-9101.1995.8060671.x","new","wing length","mm",119.73,51,2.713743,"Original SD.male: 2.66983145535444, SD.female: 2.71374280284628; SE.male: 0.36, SE:female: 0.38","Badajoz (39° N, 7° W), Spain","""length of the left and right flattened wing (Svensson, 1984; hereafter wing length) (...) was measured with a ruler to the nearest mm.""","192","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hirundo rustica","Hirundo rustica","Hirundo rustica",315,-3.77691034497819,0.0100100730569964,2.28933147128831,-1,1,1,1
"162","Hydrobates pelagicus","Hydrobates pelagicus","Castro et al. 2013","https://www.senckenberg.de/wp-content/uploads/2019/08/10_vertebrate_zoology_63-3_castro_313-320.pdf","new","wing length","mm",118.9,33,2.17,NA,"NW El Hierro island; 27º 49? N 17º 59? W, Canary Islands","""Wing length (maximum chord) was taken using a stopped rule (Svensson 1992) to 1 mm""","193","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hydrobates pelagicus","Hydrobates pelagicus","Hydrobates pelagicus",316,-3.98793063614437,0.0156350935007257,1.85380363972507,-1,1,1,1
"162","Hydrobates pelagicus","Hydrobates pelagicus","Castro et al. 2013","https://www.senckenberg.de/wp-content/uploads/2019/08/10_vertebrate_zoology_63-3_castro_313-320.pdf","new","wing length","mm",116.7,46,2.16,NA,"NW El Hierro island; 27º 49? N 17º 59? W, Canary Islands","""Wing length (maximum chord) was taken using a stopped rule (Svensson 1992) to 1 mm""","193","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hydrobates pelagicus","Hydrobates pelagicus","Hydrobates pelagicus",317,-3.97838720648533,0.011118558567325,1.87157997303795,1,1,1,1
"163","Hydrobates pelagicus","Hydrobates pelagicus pelagicus","Jakubas et al. 2014","http://doi.org/10.3161/000164514X682904","new","wing length","mm",121.9,102,2.43,"No mention of measurement method other than ""ruler"". Added ""pelagicus"" as a subscepcies name.","European Storm Petrel breeding colony on Nólsoy Island (61°59’N, 06°38’W) in the Faeroes",NA,"194","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hydrobates pelagicus","Hydrobates pelagicus","Hydrobates pelagicus",318,-3.91035928408526,0.00495439092405823,2.00333021219015,1,1,1,1
"163","Hydrobates pelagicus","Hydrobates pelagicus pelagicus","Jakubas et al. 2014","http://doi.org/10.3161/000164514X682904","new","wing length","mm",123.7,54,2.41,"No mention of measurement method other than ""ruler"". Added ""pelagicus"" as a subscepcies name.","European Storm Petrel breeding colony on Nólsoy Island (61°59’N, 06°38’W) in the Faeroes",NA,"194","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Hydrobates pelagicus","Hydrobates pelagicus","Hydrobates pelagicus",319,-3.92879856963173,0.00944099138364084,1.96672872406758,-1,1,1,1
"164","Jacana jacana","Jacana jacana","Emlen & Wrege 2004","https://doi.org/10.1016/j.anbehav.2003.08.034","R&E2013","wing length","mm",116,120,3.5,NA,"Wattled Jacanas on the Chagres River, 2.5 km northwest of the town of Gamboa, in the Republic of Panama","right wing length (to 0.5 mm, as unflattened chord using a stopped ruler)""","195","male","non-migratory","there is vagrancy but not directional migration per se","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Jacana jacana","Jacana jacana","Jacana jacana",320,-3.49662554193873,0.00420926712688643,3.02994553480962,1,-1,-1,-1
"164","Jacana jacana","Jacana jacana","Emlen & Wrege 2004","https://doi.org/10.1016/j.anbehav.2003.08.034","R&E2013","wing length","mm",130.8,66,3.9,NA,"Wattled Jacanas on the Chagres River, 2.5 km northwest of the town of Gamboa, in the Republic of Panama","right wing length (to 0.5 mm, as unflattened chord using a stopped ruler)""","195","female","non-migratory","there is vagrancy but not directional migration per se","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Jacana jacana","Jacana jacana","Jacana jacana",321,-3.50500057819519,0.00770577776038175,3.00467559712783,-1,-1,-1,-1
"165","Junco hyemalis","Junco hyemalis","Ketterson & Nolan 1978","https://www.jstor.org/stable/4085366 ","R&E2013","wing length","mm",80.7,54,1.65,"No mention of measurement method other than ""nearest mm"".","Bloomington, Indiana",NA,"196","male","partially migratory","some populations are resident year-round","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","partially migratory","Junco hyemalis","Junco hyemalis","Junco hyemalis",322,-3.88052932509926,0.00944170379875087,2.06398970741394,1,1,-1,1
"165","Junco hyemalis","Junco hyemalis","Ketterson & Nolan 1978","https://www.jstor.org/stable/4085366 ","R&E2013","wing length","mm",76.6,33,1.25,"No mention of measurement method other than ""nearest mm"".","Bloomington, Indiana",NA,"196","female","partially migratory","some populations are resident year-round","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","partially migratory","Junco hyemalis","Junco hyemalis","Junco hyemalis",323,-4.09982852543234,0.0156330695356926,1.65755174377723,-1,1,-1,1
"166","Lagopus lagopus","Lagopus lagopus","Gruys & Hannon 1993","http://www.jstor.org/stable/4513764","R&E2013","wing chord","mm",189.8,49,5.6,"Original trait: wing length, measurement ""unflattened""","Chilkat Pass in northwestern British Columbia (59'50'N, 136°35'W)","""Wing chord was measured on an unflattened wing from the outside bend of the carpal joint to the tip of the longest primary on the folded wing (Bergerud et al. 1963)""","197","male","partially migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","the species should be classified as partially migrant, though this is clearly less than half but more than 20% of the area, the examined population should be classified as non-migratory","non-migratory","partially migratory","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus",324,-3.51278762176806,0.0104344325807618,2.98136892015772,1,-1,-1,-1
"166","Lagopus lagopus","Lagopus lagopus","Gruys & Hannon 1993","http://www.jstor.org/stable/4513764","R&E2013","wing chord","mm",179.2,48,5.8,"Original trait: wing length, measurement ""unflattened""","Chilkat Pass in northwestern British Columbia (59'50'N, 136°35'W)","""Wing chord was measured on an unflattened wing from the outside bend of the carpal joint to the tip of the longest primary on the folded wing (Bergerud et al. 1963)""","197","female","partially migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","the species should be classified as partially migrant, though this is clearly less than half but more than 20% of the area, the examined population should be classified as non-migratory","non-migratory","partially migratory","Lagopus lagopus","Lagopus lagopus","Lagopus lagopus",325,-3.42000628511612,0.0106601220927512,3.27122293382139,-1,-1,-1,-1
"167","Lanius collurio","Lanius collurio","Jakober & Stauber 2000","https://doi.org/10.1046/j.1439-0361.2000.00036.x","R&E2013","wing length","mm",94.54,642,1.9,"Measurement period 1964-1989","Kuchen-Gingen-Süßen (Kreis Gøppingen, Baden-Württemberg, Germany)","""Länge des gestreckten Flügels mit einer Genauigkeit yon 0,5 mm gemessen (Methode Kleinschmidt nach Kelm 1970)"" [length of flattened wing up to 0.5 mm]","198","female","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius collurio","Lanius collurio","Lanius collurio",326,-3.90638910799145,0.000780660332092506,2.01129959536591,-1,1,-1,1
"167","Lanius collurio","Lanius collurio","Jakober & Stauber 2000","https://doi.org/10.1046/j.1439-0361.2000.00036.x","R&E2013","wing length","mm",94.03,269,1.98,"Measurement period 1990-1998","Kuchen-Gingen-Süßen (Kreis Gøppingen, Baden-Württemberg, Germany)","""Länge des gestreckten Flügels mit einer Genauigkeit yon 0,5 mm gemessen (Methode Kleinschmidt nach Kelm 1970)"" [length of flattened wing up to 0.5 mm]","199","female","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius collurio","Lanius collurio","Lanius collurio",327,-3.85865136394075,0.00186731997583446,2.10964317549516,-1,1,-1,1
"167","Lanius collurio","Lanius collurio","Jakober & Stauber 2000","https://doi.org/10.1046/j.1439-0361.2000.00036.x","R&E2013","wing length","mm",94.94,792,1.86,"Measurement period 1964-1989","Kuchen-Gingen-Süßen (Kreis Gøppingen, Baden-Württemberg, Germany)","""Länge des gestreckten Flügels mit einer Genauigkeit yon 0,5 mm gemessen (Methode Kleinschmidt nach Kelm 1970)"" [length of flattened wing up to 0.5 mm]","198","male","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius collurio","Lanius collurio","Lanius collurio",328,-3.93203651414648,0.000632595872605567,1.9603708643368,1,1,-1,1
"167","Lanius collurio","Lanius collurio","Jakober & Stauber 2000","https://doi.org/10.1046/j.1439-0361.2000.00036.x","R&E2013","wing length","mm",94.71,337,1.93,"Measurement period 1990-1998","Kuchen-Gingen-Süßen (Kreis Gøppingen, Baden-Württemberg, Germany)","""Länge des gestreckten Flügels mit einer Genauigkeit yon 0,5 mm gemessen (Methode Kleinschmidt nach Kelm 1970)"" [length of flattened wing up to 0.5 mm]","199","male","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius collurio","Lanius collurio","Lanius collurio",329,-3.89181149308312,0.00148932747168716,2.04083429605361,1,1,-1,1
"169","Lanius meridionalis","Lanius meridionalis","Gutierrez-Corchero et al. 2007","https://doi.org/10.1080/03078698.2007.9674360","R&E2013","wing length","mm",105.64,44,1.63,NA,"Navarre (northern Spain)","Svensson (1992): the length of the wing (maximum chord)","200","female","non-migratory","there does not seem to be directional migration","partially aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Lanius meridionalis","Lanius meridionalis","Lanius meridionalis",330,-4.15982916563352,0.0116333178298925,1.56102244550139,-1,-1,-1,-1
"169","Lanius meridionalis","Lanius meridionalis","Gutierrez-Corchero et al. 2007","https://doi.org/10.1080/03078698.2007.9674360","R&E2013","wing length","mm",106.3,51,1.53,NA,"Navarre (northern Spain)","Svensson (1992): the length of the wing (maximum chord)","200","male","non-migratory","there does not seem to be directional migration","partially aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Lanius meridionalis","Lanius meridionalis","Lanius meridionalis",331,-4.23099754994356,0.0100040620583397,1.45378810502237,1,-1,-1,-1
"170","Lanius meridionalis","Lanius meridionalis","Infante & Peris 2004","https://www.ardeola.org/uploads/articles/docs/1208.pdf","R&E2013","wing length","mm",107.22,14,2.6,"Original reference: Infante & Perris 2004, other measurements in Table 1 are from books I do not have access to","Salamanca (Central-west of the Iberian Peninsula, 5°39' W, 40°57' N)","Maximum wing length (see Svensson, 1998)","201","female","non-migratory","there does not seem to be directional migration","partially aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Lanius meridionalis","Lanius meridionalis","Lanius meridionalis",332,-3.68090981491042,0.0385035401795131,2.52000370327966,-1,-1,-1,-1
"170","Lanius meridionalis","Lanius meridionalis","Infante & Peris 2004","https://www.ardeola.org/uploads/articles/docs/1208.pdf","R&E2013","wing length","mm",107.55,21,2.2,"Original reference: Infante & Perris 2004, other measurements in Table 1 are from books I do not have access to","Salamanca (Central-west of the Iberian Peninsula, 5°39' W, 40°57' N)","Maximum wing length (see Svensson, 1998)","201","male","non-migratory","there does not seem to be directional migration","partially aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Lanius meridionalis","Lanius meridionalis","Lanius meridionalis",333,-3.86449849534947,0.025019925316907,2.09734380767433,1,-1,-1,-1
"171","Lanius senator","Lanius senator","Yosef & Tryjanowski 2000","http://www.wbwp-fund.eu/ring/pdf/22-1/yos3.pdf","R&E2013","wing length","mm",99.8,40,2.3,NA,"Eilat, at the northern tip of the Gulf of Aqaba (northern Saharan-Arabian desert belt)","Maximum wing chord (Svensson 1992)","202","male","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius senator","Lanius senator","Lanius senator",334,-3.7574385475618,0.0128337908796371,2.3343457016469,1,1,-1,1
"171","Lanius senator","Lanius senator","Yosef & Tryjanowski 2000","http://www.wbwp-fund.eu/ring/pdf/22-1/yos3.pdf","R&E2013","wing length","mm",99.7,70,2.2,NA,"Eilat, at the northern tip of the Gulf of Aqaba (northern Saharan-Arabian desert belt)","Maximum wing chord (Svensson 1992)","202","female","fully migratory","","partially aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Lanius senator","Lanius senator","Lanius senator",335,-3.80646193979193,0.00725333277045804,2.22266793353307,-1,1,-1,1
